GT1,GT2,GT3,GT4,GT5
-7.680453062057495117e-01,-7.365116477012634277e-01,7.353276729583740234e+00,-1.031485319137573242e+00,-8.907859921455383301e-01
-4.932841062545776367e-01,1.199359536170959473e+00,6.599610805511474609e+00,-6.588426232337951660e-01,-8.349791169166564941e-01
-2.774972319602966309e-01,-8.831451535224914551e-01,7.819426059722900391e+00,-3.762338161468505859e-01,-3.952389061450958252e-01
9.663131833076477051e-02,-7.264936566352844238e-01,7.471426010131835938e+00,2.774930000305175781e-01,8.660494536161422729e-02
-5.812809467315673828e-01,1.503022789955139160e+00,7.097083091735839844e+00,-6.833910942077636719e-01,-6.930090785026550293e-01
1.252127252519130707e-02,3.933108448982238770e-01,6.740923404693603516e+00,-6.923619508743286133e-01,-5.501980185508728027e-01
-6.303620934486389160e-01,-1.745418012142181396e-01,6.798294067382812500e+00,-7.016201019287109375e-01,-7.069386243820190430e-01
5.268751978874206543e-01,-6.929174810647964478e-02,7.214578151702880859e+00,6.129732728004455566e-01,4.678722620010375977e-01
3.592986166477203369e-01,1.794034361839294434e+00,5.568858146667480469e+00,1.121068969368934631e-01,6.359418481588363647e-02
-7.517253160476684570e-01,6.602595448493957520e-01,5.351940631866455078e+00,-5.418502092361450195e-01,-7.894372940063476562e-01
-8.508893102407455444e-02,1.597150683403015137e+00,5.958185672760009766e+00,-9.485214352607727051e-01,-7.742381691932678223e-01
1.391221135854721069e-01,1.089073657989501953e+00,7.843370914459228516e+00,2.567171454429626465e-01,1.397712994366884232e-02
-5.894337296485900879e-01,2.384779751300811768e-01,5.683462619781494141e+00,-1.327590346336364746e+00,-1.240102529525756836e+00
-9.673852324485778809e-01,-9.612964987754821777e-01,6.528454303741455078e+00,-1.107996940612792969e+00,-9.755676984786987305e-01
4.020710289478302002e-02,2.405259013175964355e-01,7.482805252075195312e+00,-9.146603196859359741e-02,-9.510437399148941040e-02
2.094512134790420532e-01,-1.318064033985137939e-01,6.450294017791748047e+00,-8.436151593923568726e-02,-3.006653673946857452e-02
-7.157196998596191406e-01,1.980302333831787109e+00,6.346804141998291016e+00,-9.835370779037475586e-01,-8.369275927543640137e-01
-5.877479910850524902e-01,1.658994078636169434e+00,7.312977313995361328e+00,-6.310383677482604980e-01,-7.114682197570800781e-01
-2.957957088947296143e-01,1.795386195182800293e+00,6.848776817321777344e+00,-5.139641165733337402e-01,-3.157983124256134033e-01
-6.739574074745178223e-01,-5.754502415657043457e-01,7.432870388031005859e+00,-1.145555734634399414e+00,-9.952222108840942383e-01
5.048584938049316406e-01,1.446359515190124512e+00,6.270435810089111328e+00,3.886740803718566895e-01,4.465167820453643799e-01
9.105519391596317291e-03,-5.904482007026672363e-01,6.791281223297119141e+00,5.971171334385871887e-02,-1.552556306123733521e-01
5.063626766204833984e-01,-5.158135890960693359e-01,6.622648239135742188e+00,-1.889505088329315186e-01,-1.909891515970230103e-01
1.054841186851263046e-02,-2.332587242126464844e-01,7.315944671630859375e+00,-1.911938786506652832e-01,-4.314466193318367004e-02
-7.935818433761596680e-01,-6.666361093521118164e-01,6.632440090179443359e+00,-1.356021404266357422e+00,-1.101500868797302246e+00
-2.654665410518646240e-01,-1.680211275815963745e-01,7.816849231719970703e+00,-4.569574892520904541e-01,-6.158718466758728027e-01
-4.552781581878662109e-03,7.348704338073730469e-01,6.515747070312500000e+00,-3.454461395740509033e-01,-4.745056629180908203e-01
6.742580533027648926e-01,-1.196216568350791931e-01,5.137319087982177734e+00,6.081802845001220703e-01,4.752202928066253662e-01
-3.002335429191589355e-01,1.920850038528442383e+00,6.224384784698486328e+00,-1.003408432006835938e+00,-7.323632240295410156e-01
-8.472860455513000488e-01,-7.425715923309326172e-01,5.010965347290039062e+00,-6.942932605743408203e-01,-9.379326105117797852e-01
5.164927840232849121e-01,1.208325743675231934e+00,5.793697834014892578e+00,3.498169481754302979e-01,4.833442866802215576e-01
-8.350239992141723633e-01,1.618613958358764648e+00,6.498777389526367188e+00,-9.819513559341430664e-01,-9.771481156349182129e-01
-6.685298085212707520e-01,1.683047413825988770e+00,7.129097938537597656e+00,-5.555585026741027832e-01,-7.813866138458251953e-01
-3.795730769634246826e-01,-7.047569751739501953e-01,6.213256835937500000e+00,-3.786110877990722656e-01,-4.838752746582031250e-01
6.474530696868896484e-01,-8.218837976455688477e-01,6.818066120147705078e+00,8.258140087127685547e-02,3.807800114154815674e-01
-5.739704370498657227e-01,5.301349163055419922e-01,6.517139434814453125e+00,-9.355785250663757324e-01,-8.125024437904357910e-01
3.945918977260589600e-01,1.555187821388244629e+00,7.741377353668212891e+00,5.457101464271545410e-01,3.778120279312133789e-01
6.233587861061096191e-01,1.142536997795104980e+00,6.290153026580810547e+00,6.693411618471145630e-02,2.283276170492172241e-01
3.259340524673461914e-01,1.405581951141357422e+00,5.290948867797851562e+00,2.897164225578308105e-01,2.543281316757202148e-01
4.975743964314460754e-02,2.305097579956054688e-01,6.973522663116455078e+00,8.581467717885971069e-02,-1.599340438842773438e-01
-9.138160943984985352e-01,1.865522265434265137e-01,7.585348606109619141e+00,-1.156696319580078125e+00,-1.057273149490356445e+00
-4.953659325838088989e-02,-3.248193860054016113e-01,7.353322982788085938e+00,-1.146444380283355713e-01,-3.331978917121887207e-01
-5.321139693260192871e-01,-1.061881482601165771e-01,6.971315383911132812e+00,-5.542150139808654785e-01,-7.188180088996887207e-01
-7.326414585113525391e-01,1.657192349433898926e+00,7.644462108612060547e+00,-1.349032521247863770e+00,-1.091821193695068359e+00
-8.175128698348999023e-01,-1.898859441280364990e-01,5.261305809020996094e+00,-8.848915100097656250e-01,-1.010746359825134277e+00
-3.788895308971405029e-01,1.885826587677001953e+00,5.291793823242187500e+00,-3.599809706211090088e-01,-4.650056362152099609e-01
-4.095306396484375000e-01,1.809795379638671875e+00,5.907369613647460938e+00,-7.205095291137695312e-01,-7.554503679275512695e-01
1.200863346457481384e-01,-1.775737553834915161e-01,7.957790374755859375e+00,-2.768293395638465881e-02,-3.271617889404296875e-01
-1.852149963378906250e-01,-5.632788315415382385e-02,6.899147510528564453e+00,-4.878841340541839600e-01,-3.462694287300109863e-01
4.052606225013732910e-01,1.445091962814331055e+00,7.653266429901123047e+00,-3.459147363901138306e-02,1.672633290290832520e-01
3.667534291744232178e-01,-8.701254725456237793e-01,6.205387115478515625e+00,1.574263274669647217e-01,7.895683497190475464e-02
-4.310357868671417236e-01,2.077448815107345581e-01,5.484732627868652344e+00,-8.603211641311645508e-01,-8.977524638175964355e-01
-1.449259966611862183e-01,1.319160342216491699e+00,7.658296585083007812e+00,-1.837397068738937378e-01,-4.193899929523468018e-01
-1.002233251929283142e-01,1.653588414192199707e+00,5.411285877227783203e+00,-4.214758574962615967e-01,-3.672960102558135986e-01
6.355352401733398438e-01,5.481361150741577148e-01,5.032534122467041016e+00,4.855419397354125977e-01,5.651384592056274414e-01
-1.146017313003540039e-01,1.289053320884704590e+00,5.916810035705566406e+00,-4.653952717781066895e-01,-6.109512448310852051e-01
2.210862338542938232e-01,1.197234869003295898e+00,5.587082386016845703e+00,-8.932118117809295654e-02,1.305329203605651855e-01
2.533851563930511475e-01,1.357904553413391113e+00,5.402818679809570312e+00,9.381633251905441284e-02,8.452230691909790039e-02
-2.754180133342742920e-01,1.368449926376342773e+00,7.887509346008300781e+00,1.334219612181186676e-02,-2.792207896709442139e-01
6.128272414207458496e-01,5.863535404205322266e-01,5.878208160400390625e+00,3.860142230987548828e-01,4.065545499324798584e-01
-5.248622596263885498e-02,1.795890927314758301e+00,6.210621833801269531e+00,9.710082411766052246e-02,-1.787779927253723145e-01
-9.393980503082275391e-01,8.162953853607177734e-01,6.354253292083740234e+00,-1.005191326141357422e+00,-1.217867255210876465e+00
-7.178323715925216675e-02,9.315481781959533691e-01,6.640261650085449219e+00,2.872348995879292488e-03,-2.819734513759613037e-01
-8.070795536041259766e-01,5.756893754005432129e-01,7.120965480804443359e+00,-6.912404298782348633e-01,-9.475414752960205078e-01
-9.039706587791442871e-01,-5.278937816619873047e-01,5.956564426422119141e+00,-1.091485381126403809e+00,-1.374158024787902832e+00
-4.168624877929687500e-01,-9.894086718559265137e-01,5.409893989562988281e+00,-2.889170348644256592e-01,-4.575234055519104004e-01
-9.191613197326660156e-01,9.302712678909301758e-01,6.040267467498779297e+00,-1.159179568290710449e+00,-9.212244153022766113e-01
5.614274740219116211e-01,-4.033860862255096436e-01,7.040836334228515625e+00,1.885393410921096802e-01,4.464723467826843262e-01
1.200761124491691589e-01,-1.146888732910156250e-01,6.762843132019042969e+00,-1.942548602819442749e-01,-6.986653059720993042e-02
3.954512476921081543e-01,1.352686285972595215e+00,6.499099254608154297e+00,4.323621690273284912e-01,1.738462746143341064e-01
-7.230370044708251953e-01,1.676101326942443848e+00,5.628517627716064453e+00,-4.934546947479248047e-01,-7.647709846496582031e-01
-9.744555354118347168e-01,1.321000456809997559e+00,6.521092414855957031e+00,-1.164988040924072266e+00,-1.109427809715270996e+00
-4.897643029689788818e-01,1.936019539833068848e+00,5.888062477111816406e+00,-6.981876492500305176e-01,-5.327672362327575684e-01
-5.371906757354736328e-01,1.015572428703308105e+00,5.272138118743896484e+00,-9.135371446609497070e-01,-1.123152852058410645e+00
-8.097847104072570801e-01,-9.483177065849304199e-01,5.607511043548583984e+00,-7.524777650833129883e-01,-8.285121917724609375e-01
-2.904036939144134521e-01,1.490782380104064941e+00,5.933708190917968750e+00,-3.937444686889648438e-01,-4.204828143119812012e-01
-3.018783926963806152e-01,2.340205907821655273e-01,7.048816680908203125e+00,-5.558412671089172363e-01,-4.721826612949371338e-01
-8.682689070701599121e-01,1.656840443611145020e+00,6.285068035125732422e+00,-1.421010136604309082e+00,-1.398330569267272949e+00
-1.106347069144248962e-01,3.715464100241661072e-02,7.658013820648193359e+00,-4.829372465610504150e-01,-6.411156654357910156e-01
-4.353022277355194092e-01,-3.545323014259338379e-01,5.608263969421386719e+00,-3.047682046890258789e-01,-5.904323458671569824e-01
3.159570991992950439e-01,-3.118497692048549652e-02,5.131121158599853516e+00,2.083647400140762329e-01,2.693938314914703369e-01
-3.457866013050079346e-01,3.559399843215942383e-01,5.625906944274902344e+00,-5.136996507644653320e-01,-6.289848685264587402e-01
3.342584967613220215e-01,1.491023778915405273e+00,6.894432544708251953e+00,-1.727019995450973511e-01,-2.710580229759216309e-01
-7.861973643302917480e-01,9.720013290643692017e-02,5.986320018768310547e+00,-6.257281899452209473e-01,-9.023303985595703125e-01
-2.442129701375961304e-01,-2.659813463687896729e-01,6.480578899383544922e+00,-1.538116484880447388e-01,-2.538409233093261719e-01
-6.795485615730285645e-01,9.954497814178466797e-01,6.910930633544921875e+00,-6.884927749633789062e-01,-8.654721379280090332e-01
-5.054596066474914551e-01,1.065337419509887695e+00,6.724862098693847656e+00,-4.605433046817779541e-01,-7.446422576904296875e-01
-5.833082273602485657e-02,5.223718285560607910e-01,6.313719749450683594e+00,-9.834522008895874023e-02,-7.003749161958694458e-02
6.254130601882934570e-01,9.779633283615112305e-01,7.014366626739501953e+00,-5.030743032693862915e-02,8.701444417238235474e-02
-6.782165765762329102e-01,-3.312884569168090820e-01,5.619788646697998047e+00,-8.786858320236206055e-01,-8.365935087203979492e-01
5.816654562950134277e-01,7.137461006641387939e-02,5.293384075164794922e+00,7.692132145166397095e-02,2.568713128566741943e-01
2.247143983840942383e-01,-1.217052787542343140e-01,7.718139171600341797e+00,-1.562858559191226959e-02,-1.047703772783279419e-01
6.954472661018371582e-01,2.433744966983795166e-01,5.002759933471679688e+00,5.433981418609619141e-01,4.546404182910919189e-01
-6.475841999053955078e-01,1.580332517623901367e+00,6.672497749328613281e+00,-3.967286646366119385e-01,-6.822846531867980957e-01
-8.393097519874572754e-01,1.750456333160400391e+00,5.668267250061035156e+00,-8.034594655036926270e-01,-9.423860311508178711e-01
1.299657076597213745e-01,-3.560459315776824951e-01,6.172052383422851562e+00,-6.516065001487731934e-01,-5.275746583938598633e-01
-3.727328032255172729e-02,-9.478752017021179199e-01,6.835054874420166016e+00,1.362840458750724792e-02,-2.469767928123474121e-01
-4.717445075511932373e-01,-3.511861339211463928e-02,6.683557033538818359e+00,-7.443119287490844727e-01,-7.649636268615722656e-01
-9.937743544578552246e-01,-6.810898780822753906e-01,6.091270923614501953e+00,-1.341409683227539062e+00,-1.407425642013549805e+00
2.028261497616767883e-02,-3.897542357444763184e-01,6.603942394256591797e+00,-5.846257805824279785e-01,-5.699449181556701660e-01
-8.357388377189636230e-01,-2.532855272293090820e-01,5.527126312255859375e+00,-1.348732471466064453e+00,-1.254156827926635742e+00
-5.764503479003906250e-01,-2.087180465459823608e-01,6.159004211425781250e+00,-9.208326339721679688e-01,-1.038892388343811035e+00
-8.006861209869384766e-01,-7.236586809158325195e-01,5.546324253082275391e+00,-5.682470202445983887e-01,-8.064745068550109863e-01
4.528680145740509033e-01,-2.793501615524291992e-01,5.483747005462646484e+00,2.441038042306900024e-01,1.530363708734512329e-01
-4.331044852733612061e-01,1.041102766990661621e+00,5.186538696289062500e+00,-5.347574353218078613e-01,-7.278587818145751953e-01
-5.829319953918457031e-01,5.526051521301269531e-01,7.101271629333496094e+00,-9.093120694160461426e-01,-1.114360570907592773e+00
5.256915092468261719e-01,-8.809510469436645508e-01,5.256472587585449219e+00,4.053358137607574463e-01,1.471823453903198242e-01
-6.739147752523422241e-02,1.484815835952758789e+00,5.226165771484375000e+00,-2.353562563657760620e-01,-9.443227946758270264e-02
4.963067471981048584e-01,1.444448351860046387e+00,6.528165340423583984e+00,2.368081957101821899e-01,3.885037302970886230e-01
5.758618190884590149e-02,1.805002570152282715e+00,7.652675628662109375e+00,-7.686462253332138062e-02,-1.692947298288345337e-01
-4.129872620105743408e-01,1.486167907714843750e+00,6.851376533508300781e+00,-5.824588537216186523e-01,-8.426018953323364258e-01
-9.582304954528808594e-01,1.674971461296081543e+00,7.091488361358642578e+00,-1.077230095863342285e+00,-1.001465797424316406e+00
2.609203197062015533e-02,-5.981658101081848145e-01,5.921954631805419922e+00,-5.758885145187377930e-01,-4.446662068367004395e-01
6.139718294143676758e-01,1.425859212875366211e+00,6.506398200988769531e+00,3.532055020332336426e-01,2.264244705438613892e-01
1.341788172721862793e-01,-6.229975223541259766e-01,5.809533596038818359e+00,-1.599597483873367310e-01,-1.158472895622253418e-01
-4.371801614761352539e-01,5.388963818550109863e-01,5.162301063537597656e+00,-5.673326253890991211e-01,-5.388848781585693359e-01
-9.318879246711730957e-02,-7.101999521255493164e-01,6.138733863830566406e+00,-2.374609112739562988e-01,-3.559364676475524902e-01
6.565272808074951172e-01,3.108072578907012939e-01,6.543192863464355469e+00,3.046149909496307373e-01,2.402825504541397095e-01
3.796705305576324463e-01,1.180357694625854492e+00,5.862161636352539062e+00,2.780434489250183105e-01,3.096092939376831055e-01
-6.626580953598022461e-01,5.577048659324645996e-01,5.322663307189941406e+00,-8.796399831771850586e-01,-1.168672919273376465e+00
4.523694142699241638e-02,-3.316262066364288330e-01,7.550865650177001953e+00,-2.504372894763946533e-01,-1.672648042440414429e-01
-3.999897539615631104e-01,1.707115411758422852e+00,5.683207035064697266e+00,-6.017605066299438477e-01,-4.830552935600280762e-01
-9.682036042213439941e-01,8.607865571975708008e-01,5.066878318786621094e+00,-8.439314961433410645e-01,-1.031612396240234375e+00
3.146626949310302734e-01,-2.834894955158233643e-01,6.377563953399658203e+00,4.434799030423164368e-02,-2.015744298696517944e-01
8.341318368911743164e-02,-1.454452425241470337e-01,5.670729637145996094e+00,-2.141298353672027588e-01,3.981263935565948486e-02
-7.164549231529235840e-01,6.993310451507568359e-01,6.398837566375732422e+00,-9.922536015510559082e-01,-1.072093367576599121e+00
-6.656001210212707520e-01,1.891493558883666992e+00,5.239850044250488281e+00,-7.367848157882690430e-01,-7.047546505928039551e-01
-8.626860380172729492e-01,7.388044148683547974e-03,7.124010562896728516e+00,-9.604901671409606934e-01,-8.992950320243835449e-01
-2.406560331583023071e-01,-6.622863411903381348e-01,5.584733486175537109e+00,-4.317699745297431946e-02,-2.510907649993896484e-01
-8.763324022293090820e-01,1.624284386634826660e+00,6.518836975097656250e+00,-1.113131284713745117e+00,-1.401260733604431152e+00
-3.006819784641265869e-01,1.701420426368713379e+00,5.410647392272949219e+00,-1.496334373950958252e-01,-3.219493925571441650e-01
-3.212793469429016113e-01,9.683642387390136719e-01,6.167753696441650391e+00,-3.445396721363067627e-01,-5.355434417724609375e-01
-4.327893555164337158e-01,-9.618433713912963867e-01,5.490434169769287109e+00,-2.193770855665206909e-01,-5.131683945655822754e-01
-3.223767578601837158e-01,4.400774240493774414e-01,5.868102550506591797e+00,-2.167538851499557495e-01,-3.655474483966827393e-01
-3.202745914459228516e-01,5.069996118545532227e-01,7.963448524475097656e+00,-3.654433786869049072e-01,-3.688333332538604736e-01
-5.473674535751342773e-01,1.559698820114135742e+00,6.554809570312500000e+00,-8.915486931800842285e-01,-7.242424488067626953e-01
-8.600744605064392090e-01,2.726356685161590576e-01,6.321833133697509766e+00,-8.019777536392211914e-01,-9.706366658210754395e-01
2.234833538532257080e-01,-3.004148043692111969e-02,6.014950275421142578e+00,1.018055621534585953e-02,-2.605275213718414307e-01
-6.196535229682922363e-01,9.688971638679504395e-01,6.534458637237548828e+00,-8.273048996925354004e-01,-8.328785300254821777e-01
5.471928715705871582e-01,1.766919642686843872e-01,6.089361190795898438e+00,5.869677662849426270e-01,4.891397058963775635e-01
-3.420530855655670166e-01,-7.109366059303283691e-01,5.325748443603515625e+00,-2.536406219005584717e-01,-4.935785531997680664e-01
-3.581950962543487549e-01,-9.487918019294738770e-01,6.101483821868896484e+00,-6.270024776458740234e-01,-4.617030620574951172e-01
-2.953691482543945312e-01,1.581878781318664551e+00,7.549735546112060547e+00,-2.726427912712097168e-01,-3.721929192543029785e-01
-8.173906207084655762e-01,8.070109486579895020e-01,5.468467712402343750e+00,-9.883295297622680664e-01,-1.155877351760864258e+00
-9.219315834343433380e-03,1.521239280700683594e+00,6.206394195556640625e+00,1.206928864121437073e-01,-1.404326111078262329e-01
-7.742580771446228027e-01,-1.934128254652023315e-01,6.645950317382812500e+00,-1.102786898612976074e+00,-8.456142544746398926e-01
4.916029274463653564e-01,-7.207069396972656250e-01,7.293645858764648438e+00,4.259229451417922974e-02,3.373749852180480957e-01
-4.533596634864807129e-01,-7.438327670097351074e-01,5.425274848937988281e+00,-1.267582893371582031e+00,-1.120994925498962402e+00
4.532549381256103516e-01,9.559141397476196289e-01,5.178797721862792969e+00,9.982956945896148682e-02,2.478835433721542358e-01
-5.856761336326599121e-01,1.429925322532653809e+00,7.634587764739990234e+00,-6.858091354370117188e-01,-7.552644610404968262e-01
-5.198800563812255859e-01,8.453594893217086792e-02,7.061803817749023438e+00,-3.099138438701629639e-01,-5.629311203956604004e-01
-3.286227881908416748e-01,-7.045704871416091919e-02,7.609816551208496094e+00,-7.387478351593017578e-01,-1.001316428184509277e+00
-7.186320424079895020e-01,7.590088844299316406e-01,6.870918273925781250e+00,-4.863046109676361084e-01,-7.783918380737304688e-01
-2.577916085720062256e-01,3.904863297939300537e-01,5.243134975433349609e+00,-3.914801180362701416e-01,-6.752862334251403809e-01
2.664513587951660156e-01,-7.335644215345382690e-02,5.665768146514892578e+00,1.152740269899368286e-01,-1.285491883754730225e-01
-1.699327230453491211e-01,1.024624466896057129e+00,7.522198200225830078e+00,-5.217459797859191895e-01,-2.398010343313217163e-01
-4.851820468902587891e-01,1.822292804718017578e+00,5.304887294769287109e+00,-6.856424212455749512e-01,-8.351508975028991699e-01
4.626400172710418701e-01,-7.782943248748779297e-01,7.616073131561279297e+00,6.405031085014343262e-01,4.446228146553039551e-01
4.593563675880432129e-01,1.034095764160156250e+00,7.144176006317138672e+00,4.615590274333953857e-01,1.828295886516571045e-01
6.541438698768615723e-01,1.684618592262268066e+00,6.232752323150634766e+00,2.146808356046676636e-01,2.879254221916198730e-01
-9.290524758398532867e-03,1.260892271995544434e+00,5.467070579528808594e+00,-1.200694516301155090e-01,-3.318996131420135498e-01
-9.008709192276000977e-01,1.751112699508666992e+00,5.671679496765136719e+00,-8.160327672958374023e-01,-9.854145050048828125e-01
-9.650446176528930664e-01,-5.622020363807678223e-01,5.628454685211181641e+00,-1.242890954017639160e+00,-1.037161350250244141e+00
5.726025700569152832e-01,1.653790324926376343e-01,7.978093624114990234e+00,1.673256605863571167e-01,4.556533098220825195e-01
4.105420410633087158e-01,1.854714512825012207e+00,5.412351131439208984e+00,-2.630503848195075989e-02,-1.342680156230926514e-01
-6.760760545730590820e-01,2.835821509361267090e-01,5.291379928588867188e+00,-9.698240756988525391e-01,-1.072871685028076172e+00
-6.621624529361724854e-02,1.964517116546630859e+00,7.465850353240966797e+00,-5.583049654960632324e-01,-5.438839793205261230e-01
-1.283493638038635254e-01,1.698890447616577148e+00,7.761288642883300781e+00,-9.406303614377975464e-02,-2.484102845191955566e-01
-5.313900709152221680e-01,1.518299877643585205e-01,6.531776905059814453e+00,-9.635337591171264648e-01,-1.074797511100769043e+00
5.342062711715698242e-01,1.114013433456420898e+00,6.841231346130371094e+00,3.602024614810943604e-01,1.022496372461318970e-01
-2.297776639461517334e-01,1.086934328079223633e+00,5.159375667572021484e+00,-4.893976151943206787e-01,-7.265481948852539062e-01
2.089535444974899292e-01,1.749068498611450195e+00,7.644197463989257812e+00,-9.821635670959949493e-03,-6.462135817855596542e-03
-6.892128586769104004e-01,1.566264152526855469e+00,6.887413501739501953e+00,-7.647138833999633789e-01,-8.917108178138732910e-01
-4.704675674438476562e-01,-4.523874074220657349e-02,5.333683490753173828e+00,-2.248834967613220215e-01,-4.881704151630401611e-01
1.123810037970542908e-01,1.542120099067687988e+00,5.076076507568359375e+00,-6.430240720510482788e-02,3.804638236761093140e-02
3.700046241283416748e-01,1.022102713584899902e+00,7.153862953186035156e+00,-2.254641503095626831e-01,-2.683452069759368896e-01
3.650067746639251709e-01,1.774598598480224609e+00,5.854087829589843750e+00,-1.890687197446823120e-01,-1.319135874509811401e-01
-5.461668968200683594e-01,8.826453089714050293e-01,7.012223720550537109e+00,-7.220868468284606934e-01,-7.260176539421081543e-01
-8.300619125366210938e-01,1.010737419128417969e+00,6.282566547393798828e+00,-1.348384737968444824e+00,-1.200677514076232910e+00
-9.255878329277038574e-01,-3.057307898998260498e-01,6.660112857818603516e+00,-1.098911046981811523e+00,-1.296100258827209473e+00
-3.032149374485015869e-01,-4.013434648513793945e-01,6.083057880401611328e+00,-7.095416784286499023e-01,-9.463814496994018555e-01
2.386851608753204346e-01,-9.298864006996154785e-02,6.391851902008056641e+00,2.914812266826629639e-01,1.135843619704246521e-01
-2.149012126028537750e-02,7.089731842279434204e-02,7.571296215057373047e+00,1.426356434822082520e-01,-8.733583986759185791e-02
6.365603208541870117e-01,-9.987303614616394043e-01,5.882850170135498047e+00,6.753205657005310059e-01,5.599472522735595703e-01
1.402090489864349365e-01,-5.672692656517028809e-01,5.346662521362304688e+00,-4.480570256710052490e-01,-4.497410953044891357e-01
-4.772567749023437500e-01,-1.691947877407073975e-01,7.508775234222412109e+00,-3.230279982089996338e-01,-6.074423193931579590e-01
5.511695146560668945e-02,-7.644767165184020996e-01,5.091154575347900391e+00,7.256903499364852905e-02,5.218426510691642761e-02
-4.057151675224304199e-01,-2.928522787988185883e-02,6.322167873382568359e+00,-2.412695586681365967e-01,-4.182838797569274902e-01
-5.476257205009460449e-01,1.271408319473266602e+00,6.592190265655517578e+00,-4.457919895648956299e-01,-6.081200838088989258e-01
4.350193142890930176e-01,9.040181338787078857e-02,5.982368946075439453e+00,1.325023025274276733e-01,-4.461572319269180298e-02
-6.573101282119750977e-01,1.135377764701843262e+00,6.091736316680908203e+00,-1.341732144355773926e+00,-1.071638345718383789e+00
-1.588794440031051636e-01,3.358800113201141357e-01,7.816729068756103516e+00,-2.500996589660644531e-01,-5.458188652992248535e-01
-4.674429595470428467e-01,1.731435179710388184e+00,6.548383712768554688e+00,-5.504951477050781250e-01,-7.383246421813964844e-01
-1.844855993986129761e-01,-2.249514311552047729e-01,7.084300518035888672e+00,1.014036498963832855e-02,-2.084985673427581787e-01
2.199617922306060791e-01,-1.707698553800582886e-01,7.865399837493896484e+00,3.113990649580955505e-02,-2.285120040178298950e-01
-7.758311927318572998e-02,7.261092662811279297e-01,7.906303405761718750e+00,-7.644777894020080566e-01,-6.434575915336608887e-01
-6.347848773002624512e-01,3.996669352054595947e-01,7.697885513305664062e+00,-1.016960144042968750e+00,-8.113988637924194336e-01
6.305008530616760254e-01,-3.781265020370483398e-01,6.585184574127197266e+00,6.217963695526123047e-01,5.102027654647827148e-01
-3.510891497135162354e-01,6.705667972564697266e-01,7.883152961730957031e+00,-6.193322539329528809e-01,-4.368334710597991943e-01
-6.545431166887283325e-02,5.601505562663078308e-02,6.849460601806640625e+00,-4.259921610355377197e-01,-1.396943479776382446e-01
-6.063456535339355469e-01,-9.581509232521057129e-02,7.508784294128417969e+00,-1.196209907531738281e+00,-1.067196846008300781e+00
6.789327263832092285e-01,4.733085632324218750e-01,5.672247409820556641e+00,6.653627157211303711e-01,3.651885390281677246e-01
-6.636734008789062500e-01,1.416145801544189453e+00,7.592105388641357422e+00,-1.540774345397949219e+00,-1.293139696121215820e+00
-6.835166215896606445e-01,-6.512748599052429199e-01,6.399161815643310547e+00,-1.053742170333862305e+00,-1.013378977775573730e+00
7.031174004077911377e-02,-5.784740447998046875e-01,7.984900474548339844e+00,-6.736809015274047852e-02,-3.073946833610534668e-01
-9.883725643157958984e-01,-4.880271255970001221e-01,7.449920177459716797e+00,-1.589946985244750977e+00,-1.599869728088378906e+00
-2.208810895681381226e-01,1.876597046852111816e+00,5.014944553375244141e+00,-6.564752459526062012e-01,-6.020715236663818359e-01
5.844880342483520508e-01,1.576700329780578613e+00,7.449570178985595703e+00,7.590886354446411133e-01,5.146444439888000488e-01
-1.850128471851348877e-01,-8.166020512580871582e-01,6.112255573272705078e+00,-3.245660662651062012e-01,-5.100472569465637207e-01
6.458254456520080566e-01,1.761203169822692871e+00,5.303457260131835938e+00,4.186559915542602539e-01,5.790114402770996094e-01
6.025307178497314453e-01,6.177893280982971191e-01,7.336442947387695312e+00,4.321904182434082031e-01,4.578564465045928955e-01
-2.782613039016723633e-01,5.171740651130676270e-01,7.244001388549804688e+00,-1.452484577894210815e-01,-4.008225202560424805e-01
1.261460334062576294e-01,-6.721454858779907227e-01,5.593711376190185547e+00,8.971504867076873779e-02,-2.921995008364319801e-03
-1.273013278841972351e-02,7.051227688789367676e-01,6.921411514282226562e+00,-2.804625630378723145e-01,-5.770574808120727539e-01
-9.238473176956176758e-01,8.520199656486511230e-01,7.557357311248779297e+00,-6.851518154144287109e-01,-9.488801360130310059e-01
-3.944421708583831787e-01,1.840391278266906738e+00,7.630700588226318359e+00,-7.178844809532165527e-01,-1.002826213836669922e+00
-8.492707461118698120e-02,-2.529779076576232910e-01,6.657978057861328125e+00,-3.061350584030151367e-01,-3.880563080310821533e-01
-3.340882360935211182e-01,9.298256039619445801e-02,7.725549697875976562e+00,-5.049190521240234375e-01,-7.779733538627624512e-01
-8.000115156173706055e-01,1.725616812705993652e+00,7.710343837738037109e+00,-1.119910240173339844e+00,-8.766458630561828613e-01
5.745929479598999023e-01,1.304293274879455566e+00,5.043600559234619141e+00,4.788470268249511719e-01,5.518043637275695801e-01
-8.854761719703674316e-02,-9.150639772415161133e-01,6.789282321929931641e+00,-1.200448349118232727e-01,-2.078267335891723633e-01
-6.278903484344482422e-01,8.383963108062744141e-01,5.154545783996582031e+00,-1.122018933296203613e+00,-1.148374676704406738e+00
3.906533718109130859e-01,-5.757630467414855957e-01,5.609008789062500000e+00,3.072914779186248779e-01,3.821810185909271240e-01
